"","Accession","Protein","Gene","AP.JK59.P1","AP.7KJ6.P1","AP.KXUT.P1","AP.E98M.P1","AP.B2SL.P1","AP.QUHC.P1","AP.QAHT.P1","AP.9UHJ.P1","AP.NMZS.P1","AP.9D3B.P2","AP.F595.P2","AP.EFHT.P2","AP.DT88.P2","AP.JDN4.P2","AP.W455.P2","AP.JBET.P2","AP.E7CU.P2","AP.3FY5.P2","AP.4M7L.P2","AP.ZLDH.P3","AP.RQNH.P3","AP.WTXJ.P3","AP.5MX6.P3","AP.K24D.P3","AP.QD4Q.P3","AP.SS2L.P3","AP.MJ52.P3","AP.AGZG.P3","AP.B9CH.P4","AP.XCJX.P4","AP.SJVE.P4","AP.FX68.P4","AP.D9X4.P4","AP.WDKZ.P4","AP.RA2G.P4","AP.U8MP.P4","AP.HKYN.P4","AP.TBFQ.P5","AP.RBLG.P5","AP.DMUM.P5","AP.352Q.P5","AP.2E8Q.P5","AP.EZEX.P5","AP.8PRJ.P5","AP.D35H.P6","AP.HMFR.P6","AP.A5NG.P6","AP.9LNA.P6","AP.52RG.P6","AP.MGNN.P6","AP.67ZV.P6","AP.KX5B.P6","AP.6EWG.P6","AP.XSR5.P7","AP.4LRG.P7","AP.N8FG.P7","AP.5L2V.P7","AP.HFEA.P7","AP.AJWE.P7","AP.UG7J.P7","AP.5JDU.P7","AP.3336.P7","AP.CT3G.P8","AP.2XNK.P8","AP.JKPX.P8","AP.AAFC.P8","AP.XVLY.P8","AP.62LT.P8","AP.V6UJ.P8","AP.7GDN.P8","AP.KGMR.P8","AP.G79N.P9","AP.YTZ8.P9","AP.VLXG.P9","AP.94ED.P9","AP.WPAM.P9","AP.MAZ4.P9","AP.DN2V.P9","AP.HML4.P9","AP.LWHD.P10","AP.DM87.P10","AP.9PXS.P10","AP.8MWD.P10","AP.EPNF.P10","AP.YF3B.P10","AP.4HAU.P10","AP.27JZ.P10"
"1417","P12111","CO6A3_HUMAN Collagen alpha-3(VI) chain OS=Homo sapiens GN=COL6A3 PE=1 SV=5","COL6A3",-0.380914617,1.293576394,0.518345813,0.190319535,-0.784699144,-0.620042022,0.425542236,-0.192305053,0.707972377,-0.03877575,-0.135292442,-0.28424153,-0.439041122,0.291022881,1.624062842,0.586027325,0.68201832,-0.029861276,0.67642997,0.401504736,-0.295029528,-0.042433534,-0.121260414,1.417696187,0.717458545,-0.169178963,0.325553972,0.167927121,-0.821434501,1.419456329,1.026707163,-0.998022981,1.074757855,0.140808096,-0.204021938,-0.122656683,-0.552843712,0.130497474,0.293068381,-0.231708918,-0.415792616,-0.533755425,-0.161693321,0.903883264,0.523263554,-0.332378772,-0.340808524,1.5602567,-0.141515517,-1.118875702,-0.002094101,0.229321123,0.932396103,-0.951624537,0.026554389,1.0533189,-0.360447192,1.401791724,0.911528462,0.631782831,-0.237320808,0.709546023,-0.612277352,-0.401544115,-0.542535629,-0.086009309,-0.356542798,2.09084954,-0.343014105,-0.080061234,-0.006854245,0.085969442,0.569637321,-0.537943757,-0.815514838,-0.570407133,0.569903855,0.382723427,1.248041183,-0.192956644,-0.482022552,-0.317421949,-1.032951049,-0.083811263,0.589646739,-0.377927021,-0.335631677
"1418","P12235","ADT1_HUMAN ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4","SLC25A4",-0.146723946,-0.877552713,-0.11317376,1.243668953,0.837990627,-0.494520446,-0.212332445,-0.786684803,-0.824988569,0.072655893,-0.914284799,0.566087006,0.166003695,-0.572955734,1.700237804,2.349443905,1.896467471,-0.401734193,0.523908239,0.687985455,-0.536075561,-0.215649148,-0.814173169,-0.409988612,-0.851270807,-0.079832035,-1.077847362,0.038154466,0.864009782,-0.07736938,0.15950194,0.113619127,0.340414927,-0.616071208,0.629212233,-0.374964834,1.850759499,0.536775186,-1.046688531,1.355254505,-0.506904067,-0.563827919,0.294924023,-0.495160649,0.011809679,0.025811951,-0.806451449,-0.316230881,0.299288803,-1.824104643,-0.168926435,0.304533664,-0.521037492,-0.516834503,0.426609098,-1.039139361,-0.251025788,-0.051784545,-1.027216884,-0.470887902,-0.257954917,0.561425678,-0.043178957,0.539170965,-0.093281044,0.015016672,0.298951757,-0.005065485,-0.79480756,0.145879193,-0.234959498,-0.524728873,-0.067902223,0.037172075,-0.933068993,-0.159607563,-1.175773105,0.185709027,0.60071285,0.505302343,-0.173504749,1.802716961,-0.366536913,2.739104299,-0.688445499,-0.477324038,0.372874048
"1419","P12236","ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4","SLC25A6",0.128777821,-0.84266436,-0.110359919,0.296097117,1.239499561,0.142486218,0.430944668,0.169219429,-0.119532633,0.914073953,1.150544087,-0.114402534,0.056135315,-0.284884478,0.435069109,1.636525515,1.104032908,-0.192027336,0.356655351,0.769615525,-0.313505475,0.044867787,-0.158776548,-0.277694588,-0.329416806,-0.184435187,-0.484232083,0.342089572,0.873533651,-0.130315133,0.038927617,0.109820272,0.179251673,-0.824218203,0.505290036,-0.6672864,1.693689361,-0.072317931,-0.580564098,1.066718851,0.436262939,-0.510578304,0.250111878,-0.349032658,0.006621272,0.437330999,-0.525688622,-0.567628491,0.990158614,0.145490378,-0.019039183,-0.662247696,-0.140038722,-0.776911816,0.296730117,-0.964276006,-0.162594962,-0.188176773,-0.964501007,-0.380215481,-0.181113898,0.642169994,0.105907675,-1.002077095,-0.003539327,0.06894097,0.491597707,0.127701044,-0.161939624,-0.049258665,0.517951178,-0.62979708,-0.079206304,-0.15038704,-0.298462703,-0.42217204,-0.549221995,0.303212643,0.196288545,0.725787366,-0.303683569,1.203504749,-0.540163144,0.525730483,-0.54990846,-0.170914608,0.305954384
"1420","P12259","FA5_HUMAN Coagulation factor V OS=Homo sapiens GN=F5 PE=1 SV=4","F5",0.423138617,0.296023346,0.76830427,0.145974442,-0.910976932,-0.392509752,-0.780383239,-0.045510089,0.20524015,-0.342365677,0.535121356,0.285887252,0.033754579,-0.52818226,-0.124375186,0.02718551,-0.818160939,-0.414595559,-0.748146378,-0.834080696,-1.495627496,-1.134374498,-1.323231951,1.124869321,-0.502419625,-1.416800589,-0.555566826,-0.846633359,-0.979676678,0.049717261,0.854687554,-0.529537607,0.17769659,1.291000589,-0.266351924,-0.532002511,-1.023153095,-0.133145548,-0.203124768,-0.034645884,-0.458269531,-0.331161882,-1.041255402,0.813691716,-1.132350135,0.352134556,-0.916405436,0.684865403,-1.766257025,-1.42664537,-1.318036367,-1.612081704,-0.530737909,-1.146384957,-1.074341141,-0.440755915,-0.944241427,1.08259632,1.748053744,-1.208627296,1.145918299,-1.092114536,-0.14586351,0.14702145,-0.451490039,-0.110700023,-0.370008459,0.14554935,-0.104165243,0.284080047,-0.085145523,-0.738728872,-1.611736687,-1.123837443,-0.560934591,-1.105100574,-1.1449149,-1.263597077,-1.842480078,-0.327131974,-0.018396261,0.205034921,-0.278671644,0.288670321,0.112778743,-0.537837631,0.792718659
"1421","P12268","IMDH2_HUMAN Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens GN=IMPDH2 PE=1 SV=2","IMPDH2",0.10999772,-0.878512162,0.007772548,-1.101295495,-0.262523263,-0.21449225,-0.32457975,0.197890297,-0.332370622,-1.379232565,0.439428114,0.349692383,-0.413189238,0.138748245,-1.22283066,-1.290928691,-1.373985522,0.162919581,-1.332460526,-1.359033593,-0.570326052,-0.133804679,1.049577267,-0.444479097,-0.477943689,0.640497069,0.094967273,-0.821217253,-1.193098834,-0.675146776,-0.221118245,1.561206288,-0.673360501,0.007803977,-0.237895859,-0.509646676,-0.460818505,0.28788985,0.692250148,0.786294959,0.61456341,-0.092250053,0.018145454,1.185698123,-0.805241373,0.127737822,0.95001656,-0.730444669,-1.342623475,0.692830484,-0.293245347,-1.171655566,-0.967445262,0.464814929,-0.266106351,-0.946134198,1.383871971,-0.193075355,0.385521667,-1.083784371,-0.127840091,-0.849354262,-1.670964778,0.137139247,-0.784528216,-1.33408406,-0.931349538,-0.951747161,-0.686844413,-1.225813551,0.641378875,-0.380349338,0.272753243,0.696331304,1.465903946,0.19693877,0.329796731,-0.28531373,-1.298511587,-1.086090742,-0.021972392,-0.418208299,0.815461203,0.071760727,0.364685001,0.158265046,0.458871976
"1422","P12270","TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3","TPR",-0.150495485,0.091041441,-0.103096112,0.125436478,0.143679644,-0.177699747,-0.205896666,-0.362639,-0.054526648,0.124974335,0.203664253,-0.316594381,-0.245572269,-0.136293547,0.099120726,-0.135575206,0.288564159,0.217345065,-0.069852517,-0.293854703,0.279979079,-0.153118722,0.46070387,-0.120177577,-0.174912061,0.522485925,-0.497185167,0.351010041,0.15215341,-0.098564044,-0.322058838,0.068767138,-0.101813792,-0.294206995,0.188825218,0.103472472,-0.090160086,0.009061991,0.409967933,-0.223656983,0.566307683,0.287211675,0.056333212,-0.472647976,0.015931673,0.150147643,-0.010267495,-0.275839756,-0.066061568,0.131016864,-0.455835269,-0.113034379,0.363379812,0.634356211,-0.157241893,-0.142932718,0.267204804,-0.119633329,-0.287963196,0.055377141,0.009182737,-0.185496167,0.399308997,0.641283655,0.23045438,0.003393083,-0.187921703,-0.072632063,-0.024523431,0.509007001,0.278399416,-0.017948024,-0.20239562,-0.439621695,-0.16687821,0.605913317,0.089003588,0.251181536,0.272305779,-0.144012161,-0.357517854,-0.028017811,-0.199434533,-0.462291435,-0.281558955,0.584820448,-0.005892838
"1423","P12277","KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens GN=CKB PE=1 SV=1","CKB",0.267539006,-0.95294626,-0.876000885,-1.760175479,-1.70414706,-1.375723522,-1.27844794,-1.952911675,-1.40240655,-0.635714928,0.659458742,0.476447307,-1.221536636,-0.638477432,-1.022213722,-1.204764672,-1.829327265,-1.238795739,-1.439804955,-0.849365127,-0.04629112,0.220023269,3.454907305,0.106552978,-1.260179875,-1.152000651,-0.587089066,-1.223586085,-1.519255522,-1.819673878,-0.843589477,0.415151078,-1.543590512,-0.360996811,-0.201211435,-0.535606446,-1.510832731,-0.471613208,1.594434538,-0.848979381,1.01640454,0.087708447,0.547664024,0.341706915,-0.760661634,-0.974781742,1.568094712,0.170486919,-0.576079575,0.617661562,0.24807457,-1.101118701,-0.588408678,-0.714621613,-1.821989951,-0.749838088,-1.849647751,-1.629830689,-1.419741893,0.334638044,-1.26751778,-1.671987803,-0.950065393,4.383820346,-0.889035222,0.045446734,-0.515479822,-0.910352951,-0.873962129,-0.421892365,-0.629685801,-1.078033344,-1.037148924,0.149089447,-0.95849256,2.523002622,-1.306598979,-0.708447971,-1.464764605,0.914241613,-0.300232549,3.474425121,0.603971416,0.504681814,-0.905272971,-0.264110583,-0.35197107
"1424","P12314","FCGR1_HUMAN High affinity immunoglobulin gamma Fc receptor I OS=Homo sapiens GN=FCGR1A PE=1 SV=2","FCGR1A",-0.492960806,0.911254224,-0.436465095,-0.674459104,-0.734685434,-0.301653133,-0.317334636,1.047689368,-0.762205935,-1.062918867,-0.311028017,0.572806213,0.649401842,1.498692657,-0.186533415,-1.086661337,-0.373147674,0.791244414,0.318008272,-0.136337728,-0.443148733,-0.866972164,-0.748654104,0.433153316,0.170358371,-0.693086777,0.558005668,-0.667429609,-2.21956033,-0.037811153,0.559544557,-0.939785706,1.288066667,0.217499254,-1.257557507,-0.73202292,-0.773013982,-0.046069496,0.103117894,-0.827207023,-0.391632188,-0.41141083,-0.454532874,0.117775636,-0.188060525,-0.238926479,0.252313305,0.086384652,-0.40437775,1.024454643,-0.024495454,-0.204996946,-8.19e-05,-1.520203317,0.264266187,0.453253825,-0.928501815,1.299793113,0.320151138,1.584576124,-0.3094449,0.315071107,-0.215823271,-0.936391147,-0.01392784,-0.124140364,0.288404103,1.001483018,0.703726167,-0.546928055,1.548401377,0.210558601,0.105389654,-0.880069497,0.935142961,-1.643023184,1.081364129,0.911475263,-0.853994054,-0.44147632,0.44018527,-0.916015444,-0.296448989,-0.914931491,0.000337067,-1.161672165,0.354641623
"1425","P12318","FCG2A_HUMAN Low affinity immunoglobulin gamma Fc region receptor II-a OS=Homo sapiens GN=FCGR2A PE=1 SV=4","FCGR2A",-0.246094312,0.970253496,-0.087499636,0.032412383,-1.579003485,-1.167605951,-0.254363218,0.496829453,-0.663486132,-0.706284183,-0.541543127,0.650483599,0.159057584,2.448703258,0.244218302,-0.212123001,-0.200777551,-0.532539709,0.000974774,0.569076876,-0.246752381,-0.404392127,-0.503149972,1.056255497,0.434792643,-0.362283085,0.064837482,-0.153202561,-0.944112194,-0.01210262,0.437577926,-0.568294128,0.417636928,0.377833521,-0.774875471,-0.123082918,-0.313419421,0.084083912,1.323131527,-0.654118394,-1.199979458,0.611304766,-0.854958897,1.064028696,0.0401874,-0.335221166,0.124868024,0.080141934,0.758089224,0.951721135,0.609170196,0.613469674,0.586539765,-1.182975073,-0.184619974,0.872473289,-0.647024418,1.007809522,0.835010138,0.421154645,-0.097558404,0.70509002,-0.751305867,-1.169289486,0.182085193,-0.320821827,0.478135153,1.221958453,0.743685496,-0.980611501,0.289225188,0.261903743,0.134673827,-0.382042554,0.190629797,-0.80152559,0.401312388,0.830883005,-0.135049276,-0.485877144,0.517772981,-1.172114009,-0.618099419,-0.885163505,0.442919525,-1.183655132,0.106613774
"1426","P12429","ANXA3_HUMAN Annexin A3 OS=Homo sapiens GN=ANXA3 PE=1 SV=3","ANXA3",0.816416339,0.077032635,-0.439314588,-0.009489785,-0.304900884,2.919770282,-0.194869122,-0.283772481,-0.410582504,0.147455206,-0.366406019,1.635947088,1.902118508,-0.025646528,-0.211596032,-0.624799382,-0.901673473,0.214005867,1.045816987,-0.25987761,-1.033996334,0.967205049,-0.330322055,-0.256315147,-2.002703539,-2.783523215,-0.071355252,-1.481735761,0.048211559,-1.158974259,-0.637642518,-1.005114721,-1.308743537,-0.625190375,-2.045020382,0.040201454,1.718435532,0.200825331,-0.460864453,0.885154839,0.487747912,-1.065311728,-0.656305842,-0.725450869,-0.13993642,0.624103637,-0.13562538,0.587102499,-0.910790217,0.033251122,-0.257835941,-0.50132561,-2.112402427,-1.158423843,-0.613845792,-0.256807327,-1.128477916,1.807395054,-0.798342029,0.058583419,1.918118339,-0.912661073,-0.176531742,0.959430936,-1.006124814,-1.325423308,-0.774507705,-1.447759309,-0.48465548,-0.855340664,-0.608004462,0.1351997,-0.275910144,-0.819272898,1.252577367,-0.419249667,-1.580886713,-2.914273537,-0.81385583,0.407226331,-0.342505365,-1.122404812,-1.025627154,0.469741435,1.064805464,-0.008435183,-0.978231677
"1427","P12532","KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens GN=CKMT1A PE=1 SV=1","CKMT1A",0.898999927,-0.34374446,-0.499133008,-0.373449449,-0.522187971,2.465464424,-0.495303446,0.473964568,0.391735081,-0.974396527,-0.891318806,-0.881721421,0.587098648,0.473577543,-0.910205311,-1.007798729,1.127474626,0.573889827,-0.172322757,-1.524771127,0.928846974,-0.20722766,0.53680732,-1.450300482,-1.600284749,-1.732506086,-1.197139164,-0.456366227,-1.329571965,-0.83855835,-0.675575957,-1.061010044,-0.399429395,-0.72695787,-0.945700293,-0.551481987,2.121701659,-1.114916857,-0.59703673,-0.492568722,0.564830639,-1.155654847,1.607718185,-0.27850477,1.85886345,-0.570106476,-0.810374015,0.5779261,0.045834196,0.297658906,-0.903115544,-1.763907437,0.460305108,-1.033096412,-1.286439777,-1.314122279,-0.310773566,-1.49419443,-1.036560336,-1.546265737,-0.944708673,-1.692562822,-0.292111499,-0.774657075,-1.246014291,-0.665870034,0.783954597,-1.238876077,-1.295590404,-0.507930118,-0.32871868,-1.2471504,0.389303788,0.533511321,-0.951052049,0.088825268,0.566467794,-0.539204727,-0.619914661,0.046555737,0.592476438,2.688776059,-0.263563541,0.415332747,0.771139695,-0.202734467,-0.543109412
"1428","P12645","BMP3_HUMAN Bone morphogenetic protein 3 OS=Homo sapiens GN=BMP3 PE=1 SV=2","BMP3",-2.90143634,1.349605816,-0.770779308,0.645402187,-2.176184014,-1.262795193,-1.435088123,-1.495910974,-0.472341679,0.895474089,-0.248186484,1.929668421,-0.939557827,-0.621759893,1.362978948,-0.318276549,-0.446903871,-0.472113811,0.804132594,-0.325938132,-1.440269345,1.963429371,-0.944997818,0.040830595,0.186030799,-0.020479434,4.241152372,0.339120797,-0.070741891,-0.443552732,0.51981347,-0.556237554,1.315097343,1.418541705,-0.403228714,0.546106395,-0.400865834,-0.407501566,-1.097007939,0.11345441,-1.512051268,-0.507735686,0.433894743,1.825914145,0.820684948,-1.968949155,2.505307129,1.427779567,1.474471149,-2.751899017,1.329456452,3.703789931,1.233698814,-1.1335538,-1.85676101,1.150960745,-1.623755814,-0.60950395,-0.584333444,0.395936179,-1.053679152,1.303605462,-0.101949603,-0.681851017,-1.374588914,3.296951795,0.67726907,-0.452996378,-1.22547308,0.765183341,-1.615010662,0.522366365,-0.677317603,-0.960810958,-2.022571711,-1.637108043,-2.132898336,1.347976943,1.092377715,-0.542107084,0.830496081,-0.70065227,0.32629646,3.584426019,-1.2143358,-0.840611577,-0.913748311
"1429","P12694","ODBA_HUMAN 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens GN=BCKDHA PE=1 SV=2","BCKDHA",0.236396708,0.358770803,-0.246142891,0.587940615,0.005098364,-0.059205523,-0.25820175,-0.049259541,0.159044909,-0.343350851,0.953078309,0.318198571,0.166372519,-0.131075167,0.416168094,1.398037887,1.07604318,-0.372803768,0.632232085,0.218086323,-0.410553962,0.149202508,0.099507527,0.150893401,-0.299426903,0.041535051,-0.233780933,0.076735919,0.91436752,0.203030355,0.414283265,0.032997097,0.612651842,-0.04769516,-0.195506308,0.778307537,0.228069662,-0.093551111,-0.095926164,0.148648129,0.313956698,-0.389482794,0.193192539,-0.230060951,-0.138137673,-0.012251366,-0.383929953,-0.226238072,0.966201363,-1.121160168,0.556193616,0.180548197,-0.316548231,0.289441358,0.350267108,0.095087395,0.004925237,0.320051244,-0.045522156,-0.395146946,0.199774398,-0.067280978,0.403034459,0.002545884,-0.058179849,0.052464265,0.237741989,0.128438838,-0.630923535,0.415064327,0.119817692,-0.422045039,-0.36403525,-0.474169746,-1.126900772,-0.096630906,-0.619304769,-0.230121164,0.641952558,-0.268327328,0.588964319,0.025184619,-0.201306093,1.239930239,-0.611054535,-0.15367529,-0.53927914
"1430","P12724","ECP_HUMAN Eosinophil cationic protein OS=Homo sapiens GN=RNASE3 PE=1 SV=2","RNASE3",-0.394621553,0.723585627,-0.070948377,0.114196539,-0.626193182,-0.07201175,0.668410736,0.245650363,-0.064435191,-0.564959982,0.048447359,1.449360998,-0.321901397,-0.280251311,-0.374773844,-0.123929306,-0.952943206,0.346906817,0.068697547,0.106716623,-0.334597362,0.07953066,-0.16973326,0.440017883,0.484179355,0.091886684,1.656736437,-0.220900322,-0.893905064,-0.022584632,3.446120893,-1.658975496,-0.00987896,0.419660699,-0.55910402,-0.376249106,-1.048778563,-0.190853976,-0.024410906,-0.014252363,-0.247707987,-0.051271796,0.236525132,0.00995906,-0.358176512,-0.144085784,0.555733639,1.138330493,-0.684063372,-1.233324933,0.031758044,0.216796897,-0.596172166,-0.39219581,-0.116636821,0.216085065,0.045085752,0.865891363,0.401637211,0.367283798,0.196241581,0.203584716,-0.316516041,-0.683361678,-0.231478569,-0.360525586,3.635173528,0.130729561,-0.46135051,-0.097185776,0.230173662,-0.118863151,0.213186215,-0.016276154,-0.441728181,0.101655268,-0.045250674,0.493418944,0.004098827,-1.166864849,-1.538257186,-0.466548838,0.411228174,0.220874582,-0.323888507,-0.411687269,-0.842369097
"1431","P12814","ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2","ACTN1",-0.104881296,0.390229709,-0.236049826,-0.127187401,-0.873491614,-0.063350199,1.091049466,0.112516995,0.248391661,-0.007295809,-0.395012939,0.673660024,0.288613611,1.198369603,0.232885402,-0.33284192,-0.574218954,0.048935766,-0.050950692,-0.175005139,-0.118377003,0.23613966,0.798863523,0.526834422,0.768065701,-0.100447105,0.842089174,-0.554139786,-0.745543098,-0.04259365,-0.06630207,-1.199307759,0.557051971,0.645201992,0.182711045,-0.388451718,-0.846430998,0.006716116,0.004765541,-0.431816755,-0.10256928,9.42e-05,-0.3840442,-0.151573942,0.781807547,0.453743214,0.817959672,0.556428924,0.492395502,0.041653313,0.818929999,-0.014462842,0.124440772,-0.446486507,0.474538099,-0.367968764,0.511628716,0.463384869,0.023623487,0.026381833,0.266446042,-0.065394024,-0.324301378,-0.551756803,-1.208445896,-0.12494632,0.605924287,0.055045714,0.133971239,-0.871803762,0.473984569,0.17244417,0.294850857,-0.043824416,-0.467405566,-0.232335792,-0.133714085,0.310255719,-0.41364681,-0.532154376,0.725945362,-0.272719301,0.810940784,0.206607693,1.145627225,0.315768714,0.139192221
"1432","P12821","ACE_HUMAN Angiotensin-converting enzyme OS=Homo sapiens GN=ACE PE=1 SV=1","ACE",0.497384573,0.724040649,0.033685169,0.734744685,-0.553447979,-0.352259605,-0.625066907,-0.097116686,-0.169928427,0.351732783,-1.00220584,-0.849434989,-0.03107122,0.381317032,-0.098494268,-0.006538949,-0.355786124,-0.518087922,-1.548589793,0.713217618,-0.231481508,0.762965569,-0.40413197,1.332671072,0.415500066,-0.279977246,-0.464152926,0.202936364,-0.213217035,0.640600212,1.63854176,0.657557168,0.070738068,-0.099750623,-0.599428415,-1.089118967,0.225816904,0.472121721,-0.92872523,-0.74937285,-0.101313175,0.192664604,0.062214168,0.554086807,-0.057455417,-1.134847534,-1.096761757,1.149936465,-0.301587799,0.209313778,-0.769100633,-0.325781482,-0.651442086,-0.664552523,-0.382452114,1.2904498,-0.574185663,1.111309118,-0.045514495,-0.59574794,-0.669733377,0.201775283,-0.057557611,1.170615567,0.442911788,-0.77030648,-0.067090569,0.996748374,-0.248651222,0.931598362,-0.842757018,0.770943137,1.576485885,-0.625039162,0.530284661,0.03762117,-0.72756401,0.129399443,-0.322133391,-0.306741182,0.469104475,0.466328092,-0.795837114,-0.405929673,-0.057951202,-0.723826329,1.00791208
"1433","P12830","CADH1_HUMAN Cadherin-1 OS=Homo sapiens GN=CDH1 PE=1 SV=3","CDH1",0.823786924,0.035766897,-0.269576345,0.744785123,0.458162345,1.03082321,-0.344921349,-0.539926139,-0.102820558,0.374227245,0.275164381,-0.260574128,0.310578358,-0.798766787,-0.081152376,0.527891837,-0.168366747,0.246667154,0.39459254,-0.418254594,-0.099481465,-0.227003035,0.71644699,-0.725398033,-1.292242446,-0.429419551,-0.09200058,-0.201331003,0.870316346,-0.276620276,-0.402352628,0.738292742,-0.302522637,0.056363778,0.150729354,-0.007692688,0.232187165,-0.527755099,-0.740934211,-0.416668268,0.694321254,0.095565501,1.022741209,-0.459472663,-0.03283844,0.160104806,-0.70137356,0.302560656,-0.035311053,-0.757043835,0.177474733,-0.416915916,-0.603272118,0.659801448,-0.483277761,-0.582410236,-0.054423584,-1.072406068,-0.529138569,-1.066864095,0.013895765,0.828882774,1.26476897,0.80412994,1.091721175,0.52349164,-0.471333252,-0.718418139,-0.844561832,1.001505012,-0.77317102,0.411900303,-0.264065005,-0.006686528,-0.582111723,-0.161918029,-1.298457608,-0.245880938,0.608855242,0.354393885,-0.995173775,-0.662407114,-0.141722279,0.15422842,-0.399598462,0.690641167,-0.514926232
"1434","P12931","SRC_HUMAN Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC PE=1 SV=3","SRC",0.0790461,0.047582249,0.025823228,-0.246810081,0.157490013,1.485739646,0.044003491,-0.067071493,-0.291635022,0.272304979,0.869548412,-0.056774426,1.473989592,-0.302078136,-0.133443035,0.203107344,0.276236112,0.024811007,-0.647272256,0.221769428,-0.340982217,0.102272918,0.502190603,-0.123593699,-0.255122498,-0.014039678,-0.261804248,-0.378606427,-0.131820339,0.395064293,0.075755454,0.114595962,-0.450922583,0.005525292,-0.168694415,0.598410782,-0.377399394,0.114892857,-0.311745827,0.780560414,-0.013490561,-0.206226367,0.699670581,-0.240966339,0.156632352,-0.20273795,-0.230061362,0.406380493,-0.491169406,-0.623778824,-0.287404652,-0.420461227,-0.13892229,0.154105602,-0.048000514,0.051826606,0.141213124,-0.133610806,0.932969254,-0.484308145,0.52909576,-0.171346245,-0.289086041,-0.578083706,0.116561994,-0.533136793,-0.261673863,-0.43184163,-0.484656192,0.119500807,-0.533905642,0.224818633,0.221821596,-0.047721584,-0.08668702,-0.350390799,0.43929981,-0.153550272,-0.24624216,0.431036389,-0.334038819,0.354185958,-0.582774136,0.241168906,0.180672916,0.146823325,-0.023437721
